"Notes"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Year"	"Year Code"	"Cause of death"	"Cause of death Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"70-74 years"	"70-74"	"2012"	"2012"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	"Male"	"M"	12	4596006	Unreliable
	"70-74 years"	"70-74"	"2012"	"2012"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Female"	"F"	23	5412033	0.4
	"70-74 years"	"70-74"	"2012"	"2012"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Male"	"M"	45	4596006	1.0
	"70-74 years"	"70-74"	"2012"	"2012"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Female"	"F"	82	5412033	1.5
	"70-74 years"	"70-74"	"2012"	"2012"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Male"	"M"	72	4596006	1.6
	"70-74 years"	"70-74"	"2012"	"2012"	"Accidental poisoning by and exposure to alcohol"	"X45"	"Female"	"F"	12	5412033	Unreliable
	"70-74 years"	"70-74"	"2012"	"2012"	"Accidental poisoning by and exposure to alcohol"	"X45"	"Male"	"M"	29	4596006	0.6
	"70-74 years"	"70-74"	"2012"	"2012"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	"Female"	"F"	14	5412033	Unreliable
	"70-74 years"	"70-74"	"2012"	"2012"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	"Female"	"F"	12	5412033	Unreliable
	"70-74 years"	"70-74"	"2012"	"2012"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"Female"	"F"	45	5412033	0.8
	"70-74 years"	"70-74"	"2012"	"2012"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"Male"	"M"	36	4596006	0.8
	"70-74 years"	"70-74"	"2012"	"2012"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	"Male"	"M"	18	4596006	Unreliable
	"70-74 years"	"70-74"	"2012"	"2012"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	"Female"	"F"	32	5412033	0.6
	"70-74 years"	"70-74"	"2012"	"2012"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	"Male"	"M"	108	4596006	2.3
	"70-74 years"	"70-74"	"2012"	"2012"	"Intentional self-harm by handgun discharge"	"X72"	"Female"	"F"	25	5412033	0.5
	"70-74 years"	"70-74"	"2012"	"2012"	"Intentional self-harm by handgun discharge"	"X72"	"Male"	"M"	236	4596006	5.1
	"70-74 years"	"70-74"	"2012"	"2012"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"Male"	"M"	105	4596006	2.3
	"70-74 years"	"70-74"	"2012"	"2012"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"Female"	"F"	62	5412033	1.1
	"70-74 years"	"70-74"	"2012"	"2012"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"Male"	"M"	576	4596006	12.5
	"70-74 years"	"70-74"	"2012"	"2012"	"Intentional self-harm by sharp object"	"X78"	"Female"	"F"	10	5412033	Unreliable
	"70-74 years"	"70-74"	"2012"	"2012"	"Intentional self-harm by sharp object"	"X78"	"Male"	"M"	22	4596006	0.5
	"70-74 years"	"70-74"	"2012"	"2012"	"Intentional self-harm by jumping from a high place"	"X80"	"Male"	"M"	18	4596006	Unreliable
	"70-74 years"	"70-74"	"2012"	"2012"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	"Female"	"F"	12	5412033	Unreliable
	"70-74 years"	"70-74"	"2013"	"2013"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	"Female"	"F"	34	5723597	0.6
	"70-74 years"	"70-74"	"2013"	"2013"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	"Male"	"M"	108	4884452	2.2
	"70-74 years"	"70-74"	"2013"	"2013"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	"Female"	"F"	38	5723597	0.7
	"70-74 years"	"70-74"	"2013"	"2013"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	"Male"	"M"	165	4884452	3.4
	"70-74 years"	"70-74"	"2013"	"2013"	"Mental and behavioural disorders due to use of alcohol, withdrawal state"	"F10.3"	"Male"	"M"	10	4884452	Unreliable
	"70-74 years"	"70-74"	"2013"	"2013"	"Mental and behavioural disorders due to use of alcohol, residual and late-onset psychotic disorder"	"F10.7"	"Male"	"M"	30	4884452	0.6
	"70-74 years"	"70-74"	"2013"	"2013"	"Alcoholic hepatitis"	"K70.1"	"Male"	"M"	22	4884452	0.5
	"70-74 years"	"70-74"	"2013"	"2013"	"Alcoholic cirrhosis of liver"	"K70.3"	"Female"	"F"	181	5723597	3.2
	"70-74 years"	"70-74"	"2013"	"2013"	"Alcoholic cirrhosis of liver"	"K70.3"	"Male"	"M"	571	4884452	11.7
	"70-74 years"	"70-74"	"2013"	"2013"	"Alcoholic hepatic failure"	"K70.4"	"Female"	"F"	12	5723597	Unreliable
	"70-74 years"	"70-74"	"2013"	"2013"	"Alcoholic hepatic failure"	"K70.4"	"Male"	"M"	50	4884452	1.0
	"70-74 years"	"70-74"	"2013"	"2013"	"Alcoholic liver disease, unspecified"	"K70.9"	"Female"	"F"	34	5723597	0.6
	"70-74 years"	"70-74"	"2013"	"2013"	"Alcoholic liver disease, unspecified"	"K70.9"	"Male"	"M"	91	4884452	1.9
	"70-74 years"	"70-74"	"2013"	"2013"	"Primary biliary cirrhosis"	"K74.3"	"Female"	"F"	50	5723597	0.9
	"70-74 years"	"70-74"	"2013"	"2013"	"Primary biliary cirrhosis"	"K74.3"	"Male"	"M"	11	4884452	Unreliable
	"70-74 years"	"70-74"	"2013"	"2013"	"Other and unspecified cirrhosis of liver"	"K74.6"	"Female"	"F"	865	5723597	15.1
	"70-74 years"	"70-74"	"2013"	"2013"	"Other and unspecified cirrhosis of liver"	"K74.6"	"Male"	"M"	1094	4884452	22.4
	"70-74 years"	"70-74"	"2013"	"2013"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	"Female"	"F"	11	5723597	Unreliable
	"70-74 years"	"70-74"	"2013"	"2013"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	"Male"	"M"	10	4884452	Unreliable
	"70-74 years"	"70-74"	"2013"	"2013"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Female"	"F"	25	5723597	0.4
	"70-74 years"	"70-74"	"2013"	"2013"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Male"	"M"	60	4884452	1.2
	"70-74 years"	"70-74"	"2013"	"2013"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Female"	"F"	90	5723597	1.6
	"70-74 years"	"70-74"	"2013"	"2013"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Male"	"M"	66	4884452	1.4
	"70-74 years"	"70-74"	"2013"	"2013"	"Accidental poisoning by and exposure to alcohol"	"X45"	"Male"	"M"	32	4884452	0.7
	"70-74 years"	"70-74"	"2013"	"2013"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	"Female"	"F"	12	5723597	Unreliable
	"70-74 years"	"70-74"	"2013"	"2013"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	"Male"	"M"	12	4884452	Unreliable
	"70-74 years"	"70-74"	"2013"	"2013"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	"Female"	"F"	13	5723597	Unreliable
	"70-74 years"	"70-74"	"2013"	"2013"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"Female"	"F"	63	5723597	1.1
	"70-74 years"	"70-74"	"2013"	"2013"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"Male"	"M"	59	4884452	1.2
	"70-74 years"	"70-74"	"2013"	"2013"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	"Male"	"M"	26	4884452	0.5
	"70-74 years"	"70-74"	"2013"	"2013"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	"Female"	"F"	32	5723597	0.6
	"70-74 years"	"70-74"	"2013"	"2013"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	"Male"	"M"	120	4884452	2.5
	"70-74 years"	"70-74"	"2013"	"2013"	"Intentional self-harm by drowning and submersion"	"X71"	"Male"	"M"	10	4884452	Unreliable
	"70-74 years"	"70-74"	"2013"	"2013"	"Intentional self-harm by handgun discharge"	"X72"	"Female"	"F"	32	5723597	0.6
	"70-74 years"	"70-74"	"2013"	"2013"	"Intentional self-harm by handgun discharge"	"X72"	"Male"	"M"	296	4884452	6.1
	"70-74 years"	"70-74"	"2013"	"2013"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"Male"	"M"	149	4884452	3.1
	"70-74 years"	"70-74"	"2013"	"2013"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"Female"	"F"	58	5723597	1.0
	"70-74 years"	"70-74"	"2013"	"2013"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"Male"	"M"	638	4884452	13.1
	"70-74 years"	"70-74"	"2013"	"2013"	"Intentional self-harm by sharp object"	"X78"	"Male"	"M"	21	4884452	0.4
	"70-74 years"	"70-74"	"2013"	"2013"	"Intentional self-harm by jumping from a high place"	"X80"	"Male"	"M"	19	4884452	Unreliable
	"70-74 years"	"70-74"	"2013"	"2013"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	"Female"	"F"	13	5723597	Unreliable
	"70-74 years"	"70-74"	"2014"	"2014"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	"Female"	"F"	23	5973085	0.4
	"70-74 years"	"70-74"	"2014"	"2014"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	"Male"	"M"	108	5099939	2.1
	"70-74 years"	"70-74"	"2014"	"2014"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	"Female"	"F"	47	5973085	0.8
	"70-74 years"	"70-74"	"2014"	"2014"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	"Male"	"M"	160	5099939	3.1
	"70-74 years"	"70-74"	"2014"	"2014"	"Mental and behavioural disorders due to use of alcohol, withdrawal state"	"F10.3"	"Male"	"M"	12	5099939	Unreliable
	"70-74 years"	"70-74"	"2014"	"2014"	"Mental and behavioural disorders due to use of alcohol, residual and late-onset psychotic disorder"	"F10.7"	"Male"	"M"	32	5099939	0.6
	"70-74 years"	"70-74"	"2014"	"2014"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	"Male"	"M"	12	5099939	Unreliable
	"70-74 years"	"70-74"	"2014"	"2014"	"Alcoholic hepatitis"	"K70.1"	"Female"	"F"	13	5973085	Unreliable
	"70-74 years"	"70-74"	"2014"	"2014"	"Alcoholic hepatitis"	"K70.1"	"Male"	"M"	29	5099939	0.6
	"70-74 years"	"70-74"	"2014"	"2014"	"Alcoholic cirrhosis of liver"	"K70.3"	"Female"	"F"	187	5973085	3.1
	"70-74 years"	"70-74"	"2014"	"2014"	"Alcoholic cirrhosis of liver"	"K70.3"	"Male"	"M"	645	5099939	12.6
	"70-74 years"	"70-74"	"2014"	"2014"	"Alcoholic hepatic failure"	"K70.4"	"Female"	"F"	13	5973085	Unreliable
	"70-74 years"	"70-74"	"2014"	"2014"	"Alcoholic hepatic failure"	"K70.4"	"Male"	"M"	54	5099939	1.1
	"70-74 years"	"70-74"	"2014"	"2014"	"Alcoholic liver disease, unspecified"	"K70.9"	"Female"	"F"	31	5973085	0.5
	"70-74 years"	"70-74"	"2014"	"2014"	"Alcoholic liver disease, unspecified"	"K70.9"	"Male"	"M"	111	5099939	2.2
	"70-74 years"	"70-74"	"2014"	"2014"	"Primary biliary cirrhosis"	"K74.3"	"Female"	"F"	56	5973085	0.9
	"70-74 years"	"70-74"	"2014"	"2014"	"Primary biliary cirrhosis"	"K74.3"	"Male"	"M"	11	5099939	Unreliable
	"70-74 years"	"70-74"	"2014"	"2014"	"Other and unspecified cirrhosis of liver"	"K74.6"	"Female"	"F"	970	5973085	16.2
	"70-74 years"	"70-74"	"2014"	"2014"	"Other and unspecified cirrhosis of liver"	"K74.6"	"Male"	"M"	1147	5099939	22.5
	"70-74 years"	"70-74"	"2014"	"2014"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	"Female"	"F"	15	5973085	Unreliable
	"70-74 years"	"70-74"	"2014"	"2014"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	"Male"	"M"	18	5099939	Unreliable
	"70-74 years"	"70-74"	"2014"	"2014"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Female"	"F"	45	5973085	0.8
	"70-74 years"	"70-74"	"2014"	"2014"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Male"	"M"	70	5099939	1.4
	"70-74 years"	"70-74"	"2014"	"2014"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Female"	"F"	112	5973085	1.9
	"70-74 years"	"70-74"	"2014"	"2014"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Male"	"M"	96	5099939	1.9
	"70-74 years"	"70-74"	"2014"	"2014"	"Accidental poisoning by and exposure to alcohol"	"X45"	"Female"	"F"	14	5973085	Unreliable
	"70-74 years"	"70-74"	"2014"	"2014"	"Accidental poisoning by and exposure to alcohol"	"X45"	"Male"	"M"	23	5099939	0.5
	"70-74 years"	"70-74"	"2014"	"2014"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	"Female"	"F"	18	5973085	Unreliable
	"70-74 years"	"70-74"	"2014"	"2014"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	"Female"	"F"	15	5973085	Unreliable
	"70-74 years"	"70-74"	"2014"	"2014"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	"Male"	"M"	14	5099939	Unreliable
	"70-74 years"	"70-74"	"2014"	"2014"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"Female"	"F"	69	5973085	1.2
	"70-74 years"	"70-74"	"2014"	"2014"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"Male"	"M"	51	5099939	1.0
	"70-74 years"	"70-74"	"2014"	"2014"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	"Male"	"M"	32	5099939	0.6
	"70-74 years"	"70-74"	"2014"	"2014"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	"Female"	"F"	51	5973085	0.9
	"70-74 years"	"70-74"	"2014"	"2014"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	"Male"	"M"	143	5099939	2.8
	"70-74 years"	"70-74"	"2014"	"2014"	"Intentional self-harm by handgun discharge"	"X72"	"Female"	"F"	26	5973085	0.4
	"70-74 years"	"70-74"	"2014"	"2014"	"Intentional self-harm by handgun discharge"	"X72"	"Male"	"M"	314	5099939	6.2
	"70-74 years"	"70-74"	"2014"	"2014"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"Male"	"M"	138	5099939	2.7
	"70-74 years"	"70-74"	"2014"	"2014"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"Female"	"F"	86	5973085	1.4
	"70-74 years"	"70-74"	"2014"	"2014"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"Male"	"M"	725	5099939	14.2
	"70-74 years"	"70-74"	"2014"	"2014"	"Intentional self-harm by sharp object"	"X78"	"Male"	"M"	21	5099939	0.4
	"70-74 years"	"70-74"	"2014"	"2014"	"Intentional self-harm by jumping from a high place"	"X80"	"Male"	"M"	14	5099939	Unreliable
	"70-74 years"	"70-74"	"2014"	"2014"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	"Female"	"F"	11	5973085	Unreliable
	"70-74 years"	"70-74"	"2015"	"2015"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	"Female"	"F"	25	6186891	0.4
	"70-74 years"	"70-74"	"2015"	"2015"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	"Male"	"M"	149	5296158	2.8
	"70-74 years"	"70-74"	"2015"	"2015"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	"Female"	"F"	49	6186891	0.8
	"70-74 years"	"70-74"	"2015"	"2015"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	"Male"	"M"	203	5296158	3.8
	"70-74 years"	"70-74"	"2015"	"2015"	"Mental and behavioural disorders due to use of alcohol, withdrawal state"	"F10.3"	"Male"	"M"	12	5296158	Unreliable
	"70-74 years"	"70-74"	"2015"	"2015"	"Mental and behavioural disorders due to use of alcohol, residual and late-onset psychotic disorder"	"F10.7"	"Male"	"M"	36	5296158	0.7
	"70-74 years"	"70-74"	"2015"	"2015"	"Alcoholic hepatitis"	"K70.1"	"Female"	"F"	11	6186891	Unreliable
	"70-74 years"	"70-74"	"2015"	"2015"	"Alcoholic hepatitis"	"K70.1"	"Male"	"M"	35	5296158	0.7
	"70-74 years"	"70-74"	"2015"	"2015"	"Alcoholic cirrhosis of liver"	"K70.3"	"Female"	"F"	225	6186891	3.6
	"70-74 years"	"70-74"	"2015"	"2015"	"Alcoholic cirrhosis of liver"	"K70.3"	"Male"	"M"	750	5296158	14.2
	"70-74 years"	"70-74"	"2015"	"2015"	"Alcoholic hepatic failure"	"K70.4"	"Female"	"F"	11	6186891	Unreliable
	"70-74 years"	"70-74"	"2015"	"2015"	"Alcoholic hepatic failure"	"K70.4"	"Male"	"M"	48	5296158	0.9
	"70-74 years"	"70-74"	"2015"	"2015"	"Alcoholic liver disease, unspecified"	"K70.9"	"Female"	"F"	32	6186891	0.5
	"70-74 years"	"70-74"	"2015"	"2015"	"Alcoholic liver disease, unspecified"	"K70.9"	"Male"	"M"	94	5296158	1.8
	"70-74 years"	"70-74"	"2015"	"2015"	"Primary biliary cirrhosis"	"K74.3"	"Female"	"F"	68	6186891	1.1
	"70-74 years"	"70-74"	"2015"	"2015"	"Biliary cirrhosis, unspecified"	"K74.5"	"Female"	"F"	16	6186891	Unreliable
	"70-74 years"	"70-74"	"2015"	"2015"	"Other and unspecified cirrhosis of liver"	"K74.6"	"Female"	"F"	1005	6186891	16.2
	"70-74 years"	"70-74"	"2015"	"2015"	"Other and unspecified cirrhosis of liver"	"K74.6"	"Male"	"M"	1146	5296158	21.6
	"70-74 years"	"70-74"	"2015"	"2015"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	"Female"	"F"	15	6186891	Unreliable
	"70-74 years"	"70-74"	"2015"	"2015"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	"Male"	"M"	30	5296158	0.6
	"70-74 years"	"70-74"	"2015"	"2015"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Female"	"F"	31	6186891	0.5
	"70-74 years"	"70-74"	"2015"	"2015"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Male"	"M"	75	5296158	1.4
	"70-74 years"	"70-74"	"2015"	"2015"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Female"	"F"	95	6186891	1.5
	"70-74 years"	"70-74"	"2015"	"2015"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Male"	"M"	82	5296158	1.5
	"70-74 years"	"70-74"	"2015"	"2015"	"Accidental poisoning by and exposure to alcohol"	"X45"	"Female"	"F"	10	6186891	Unreliable
	"70-74 years"	"70-74"	"2015"	"2015"	"Accidental poisoning by and exposure to alcohol"	"X45"	"Male"	"M"	30	5296158	0.6
	"70-74 years"	"70-74"	"2015"	"2015"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	"Female"	"F"	23	6186891	0.4
